cell_id,x_m,y_m,z_m,span_x_m,span_y_m,span_z_m
4459116,-0.1581937999,0.001394393155,0.1728638887,0.0008617192507,0.001064279932,0.0008269846439
4459119,-0.1580573291,0.003592650359,0.1746980548,0.0007555931807,0.001030624378,0.001408338547
16517893,0.1304781164,0.1075981495,-0.03348323579,0.0009537786245,0.001310385764,0.001310136169
17828671,-0.1840259552,0.07143831104,-0.01646942981,0.0001297742128,0.001015417278,0.00101958774
17828686,-0.17242423,0.08038392514,-0.01202410031,0.001028776169,0.0009817779064,0.0001204200089
17828724,-0.1754296601,0.03960102499,-0.01202373616,0.000955671072,0.00100088492,0.0001187268645
8653815,0.1399756402,0.002733966988,0.167399928,0.0001217275858,0.0009969389066,0.001000076532
17828990,-0.1764863233,0.07929291079,-0.01450307279,0.0009860694408,0.001354120672,0.0008110553026
17829033,-0.1835146571,0.07930611695,-0.0144962791,0.0009839236736,0.001368761063,0.0008189398795
8654122,0.1434924478,0.0233996259,0.1734289279,0.0009899288416,0.00110360235,0.001021757722
17829174,-0.1734559,0.07939510942,-0.01202502605,0.001033931971,0.0009938627481,0.0001252787188
17829177,-0.1744727612,0.07740043402,-0.01202436108,0.0009704232216,0.001000404358,0.0001217918471
8654242,0.1494101763,0.02556895912,0.1756033331,0.00102686882,0.00127392821,0.001196309924
17829364,-0.1754368097,0.06939995438,-0.01202341635,0.0009455382824,0.001000091434,0.000117062591
17829373,-0.1840230972,0.0636191383,-0.01843005084,0.0001154839993,0.001020848751,0.001049933955
17829380,-0.1775979906,0.05957015231,-0.01758221351,0.001037210226,0.001217138022,0.00106071122
17829389,-0.182402125,0.05957860649,-0.01758849211,0.001037329435,0.001226242632,0.001041952521
17829395,-0.1840243727,0.06644097567,-0.01847463585,0.0001218616962,0.001028418541,0.001045985147
17829398,-0.1840259939,0.06944060922,-0.01747148596,0.0001299679279,0.001022480428,0.00102974847
16518886,0.04540033042,0.02755537592,-0.1285057336,0.00100075826,0.00111208111,0.001186534762
16518887,0.04541677162,0.02945655249,-0.1266036391,0.001036006957,0.001142943278,0.001065149903
16518891,0.04440000728,0.02640828304,-0.1296491534,0.001000020653,0.001198461279,0.001288354397
4460461,-0.1694614768,0.03716641217,0.150386861,0.001069173217,0.0007971785963,0.0012229532
4460463,-0.1704624772,0.03618814275,0.1513124526,0.001119285822,0.001127433032,0.0009214282036
8654801,0.1384170234,0.002021678584,0.1824355185,0.00100260973,0.0001438665204,0.001094430685
8654803,0.1425543308,0.005563282873,0.1840247363,0.001014739275,0.0009910087101,0.0001237541437
17829858,-0.1840261281,0.07848577946,-0.012557563,0.0001308619976,0.001057714224,0.001099437475
17829859,-0.1840273261,0.07648644298,-0.01356174704,0.0001366734505,0.00106485188,0.001111507416
17829864,-0.1840274006,0.07447954416,-0.01455546692,0.0001370310783,0.00107203424,0.001134454273
4460542,-0.1696569175,0.02048855387,0.1676478475,0.00101351738,0.001136295497,0.001198932528
4460545,-0.1714108706,0.01659391895,0.1666275173,0.001181453466,0.001266954467,0.001266926527
4460547,-0.1534743875,0.02151108831,0.166019246,0.001022741199,0.001184284687,0.0001210421324
4460549,-0.1544686049,0.02276332304,0.1659982026,0.001143485308,0.001326546073,0.0001784414053
17829938,-0.1804204166,0.0838221103,-0.01069441251,0.001027807593,0.0005020350218,0.0009680259973
17829941,-0.181445998,0.08401004076,-0.009595854022,0.001020804048,0.0001546740532,0.001172304153
8655077,0.1364192158,0.002023111191,0.1954754204,0.001014456153,0.0001155992504,0.0009973496199
17830143,-0.1445892572,0.08039601594,-0.01202457398,0.001011192799,0.0009828656912,0.0001228554174
4460996,-0.1611311212,0.02029809542,0.1562485372,0.001000240445,0.001087918878,0.0011023283
4461023,-0.1582538361,0.02317197714,0.1562581211,0.001297399402,0.001283507794,0.001144170761
4461029,-0.1800250828,0.03361521065,0.1535767436,0.0001379102468,0.001028861851,0.001049667597
4461031,-0.180019471,0.03260832578,0.1545845956,0.0002690553665,0.001017402858,0.0009822398424
4461044,-0.179976964,0.01260180809,0.1665750325,0.0001151561737,0.001028614119,0.0009752213955
4461077,-0.1784870923,0.0100219572,0.1705859035,0.0009637326002,0.0001097777858,0.001022160053
4461079,-0.166815117,0.01462292112,0.1632416725,0.001858428121,0.001946400851,0.0009127259254
16519749,0.0164051827,0.0714734897,-0.1346473396,0.001017618924,0.001462742686,0.001547425985
4461211,-0.1536257863,0.01166330054,0.1660265416,0.001008361578,0.00113805104,0.0001395493746
